

-190, 1091, -1759	, 
-198, 1085, -1751	, 
-198, 1087, -1767	, 
-189, 1078, -1749	, 
-190, 1083, -1768	, 
-198, 1081, -1753	, 
-200, 1083, -1748	, 
-183, 1081, -1763	, 
-190, 1086, -1751	, 
-196, 1084, -1753	, 
-200, 1085, -1758	, 
-198, 1088, -1750	, 
-196, 1085, -1761	, 
-192, 1086, -1759	, 
-196, 1085, -1750	, 
-187, 1079, -1765	, 
-198, 1084, -1756	, 
-201, 1083, -1755	, 
-200, 1087, -1771	, 
-198, 1087, -1747	, 
-192, 1086, -1751	, 
-194, 1089, -1763	, 
-199, 1080, -1761	, 
-190, 1085, -1754	, 
-192, 1086, -1762	, 
-198, 1085, -1766	, 
-195, 1088, -1756		
