

570, -1423, 1467	, 
560, -1362, 1450	, 
557, -1402, 1435	, 
538, -1325, 1430	, 
529, -1382, 1420	, 
518, -1405, 1403	, 
552, -1367, 1420	, 
554, -1372, 1430	, 
530, -1346, 1419	, 
511, -1416, 1387	, 
528, -1351, 1406	, 
566, -1372, 1461	, 
554, -1358, 1455	, 
528, -1386, 1425	, 
522, -1388, 1414	, 
511, -1346, 1395	, 
541, -1383, 1410	, 
503, -1387, 1385	, 
525, -1392, 1399	, 
559, -1326, 1442	, 
571, -1378, 1443	, 
560, -1354, 1439	, 
570, -1408, 1445	, 
554, -1378, 1437	, 
544, -1353, 1418	, 
552, -1363, 1413	, 
557, -1366, 1435		
