

-900, -628, -1697	, 
-865, -593, -1706	, 
-849, -636, -1719	, 
-909, -656, -1727	, 
-866, -616, -1728	, 
-917, -603, -1727	, 
-952, -630, -1755	, 
-836, -618, -1739	, 
-885, -653, -1706	, 
-832, -641, -1715	, 
-883, -637, -1724	, 
-894, -632, -1728	, 
-881, -632, -1724	, 
-896, -633, -1723	, 
-887, -630, -1706	, 
-887, -662, -1706	, 
-874, -649, -1721	, 
-890, -619, -1710	, 
-857, -625, -1712	, 
-912, -638, -1735	, 
-844, -626, -1719	, 
-895, -659, -1684	, 
-964, -647, -1682	, 
-859, -569, -1709	, 
-909, -647, -1728	, 
-888, -662, -1699	, 
-898, -634, -1692		
