

1497, 472, -1208	, 
1445, 618, -1130	, 
1566, 531, -1179	, 
1511, 455, -1199	, 
1467, 523, -1153	, 
1522, 533, -1157	, 
1526, 505, -1203	, 
1501, 534, -1169	, 
1484, 521, -1181	, 
1515, 521, -1180	, 
1502, 522, -1165	, 
1474, 524, -1171	, 
1539, 545, -1161	, 
1511, 498, -1200	, 
1528, 521, -1170	, 
1564, 450, -1166	, 
1453, 435, -1177	, 
1497, 524, -1152	, 
1476, 539, -1175	, 
1550, 569, -1165	, 
1474, 547, -1195	, 
1524, 546, -1187	, 
1517, 495, -1167	, 
1468, 476, -1168	, 
1508, 522, -1172	, 
1532, 520, -1174	, 
1505, 494, -1155		
