

31, 2040, 90	, 
32, 2033, 79	, 
37, 2040, 80	, 
29, 2031, 79	, 
30, 2034, 81	, 
29, 2030, 99	, 
35, 2038, 95	, 
32, 2040, 93	, 
33, 2038, 96	, 
37, 2035, 80	, 
36, 2038, 71	, 
36, 2037, 81	, 
35, 2043, 90	, 
33, 2032, 95	, 
34, 2037, 73	, 
31, 2030, 89	, 
37, 2040, 84	, 
33, 2038, 89	, 
35, 2050, 83	, 
37, 2041, 90	, 
35, 2034, 96	, 
36, 2041, 77	, 
39, 2036, 75	, 
34, 2045, 93	, 
41, 2031, 81	, 
33, 2036, 86	, 
32, 2042, 96		
